"","V1","trialid","ppid","block","maxyr","onsettime","dn","ttlc.failure","rt","disengage_trialtime","world_x_disengaged","world_z_disengaged","world_x_onset","world_z_onset","peak_swa","peak_sr","disengaged","early.disengagement","ttlc.takeover","X","steeringbias_disengaged","failure.point","remove"
"1",1,"1_1_13_1.5_D",1,1,13,1.5,"D",3.23,2.3,3.3,0.03873573,26.52859,0.002800504,12.12859,44.82,1.619999,1,FALSE,0.93,1,-2.6525547069727,"Straight",FALSE
"2",2,"1_1_13_1.5_N",1,1,13,1.5,"N",3.23,2.5,3.5,0.04271967,28.12846,0.002799882,12.12929,52.29,2.339999,1,FALSE,0.73,2,-3.14552085242664,"Straight",FALSE
"3",4,"1_1_13_5_N",1,1,13,5,"N",1.38,0.533333,5.533333,3.111229,44.0935,2.000062,39.97112,90,4.950001,1,FALSE,0.846667,4,-8.4165062429786,"Bend entry",FALSE
"4",11,"1_1_6_1.5_D",1,1,6,1.5,"D",4.02,3.23333333333333,4.23333333333333,-0.0444575324654579,34.0005836486816,0.00663206353783607,12.1310939788818,33.75,1.71000078320503,1,FALSE,0.78666666666667,11,-2.68371388886542,"Straight",FALSE
"5",12,"1_1_6_1.5_N",1,1,6,1.5,"N",4.02,3,4,-0.0400509350001812,32.1282196044922,0.00664288271218538,12.1299486160278,29.1600000858307,8.18999983370304,1,FALSE,1.02,12,-2.27362729367348,"Straight",FALSE
"6",13,"1_1_6_11_D",1,1,6,11,"D",2.57,0.449999999999999,11.45,22.6636028289795,85.9239807128906,20.2719173431396,83.2203903198242,30.0599992275238,0.990000665187829,1,FALSE,2.12,13,-11.4119316063874,"Bend exit",FALSE
"7",14,"1_1_6_11_N",1,1,6,11,"N",2.57,0.9166666666667,11.9166666666667,25.141996383667,88.8365249633789,20.280590057373,83.3246688842773,37.4400007724762,0.989999324083325,1,FALSE,1.6533333333333,14,-11.8736689059156,"Bend exit",FALSE
"8",15,"1_1_6_5_D",1,1,6,5,"D",2,0.75,5.75,1.72132563591003,46.1462593078613,0.963383138179779,40.1897087097168,45.2700018882751,1.35000139474868,1,FALSE,1.25,15,-4.6604031957821,"Bend entry",FALSE
"9",16,"1_1_6_8_D",1,1,6,8,"D",1.9,0.65,8.65,9.42623329162598,67.8687973022461,7.24267768859863,63.1456413269043,47.7900016307831,1.6199979186058,1,FALSE,1.25,16,-8.76692143307004,"Bend apex",FALSE
"10",17,"1_1_6_8_N",1,1,6,8,"N",1.9,0.83333333333333,8.83333333333333,10.0429315567017,69.2167739868164,7.24367475509644,63.1620864868164,55.8000004291534,2.43000090122224,1,FALSE,1.06666666666667,17,-9.10940535072936,"Bend apex",FALSE
"11",18,"1_2_13_1.5_D",1,2,13,1.5,"D",3.23,2.366667,3.366667,0.04008691,27.07403,0.002801721,12.13074,45.27,2.430001,1,FALSE,0.863333,18,-2.815046080889,"Straight",FALSE
"12",19,"1_2_13_1.5_N",1,2,13,1.5,"N",3.23,2.083333,3.083333,0.03439255,24.79506,0.002798847,12.12953,41.85,2.07,1,FALSE,1.146667,19,-2.17532231527591,"Straight",FALSE
"13",20,"1_2_13_11_D",1,2,13,11,"D",1.63,0.56667,11.56667,41.64458,67.35961,37.09361,67.38007,59.67,2.339999,1,FALSE,1.06333,20,-16.260663051813,"Bend exit",FALSE
"14",21,"1_2_13_11_N",1,2,13,11,"N",1.63,0.81667,11.81667,43.63386,67.18934,37.09635,67.2192,90,6.210001,1,FALSE,0.81333,21,-16.2371235225894,"Bend exit",FALSE
"15",22,"1_2_13_5_D",1,2,13,5,"D",1.38,0.566667,5.566667,3.179988,44.34759,1.999949,39.96971,88.11,3.150002,1,FALSE,0.813333,22,-8.52872768434658,"Bend entry",FALSE
"16",23,"1_2_13_5_N",1,2,13,5,"N",1.38,0.516667,5.516667,3.067543,43.9515,2.000172,39.94889,89.46,2.790002,1,FALSE,0.863333,23,-8.35838466076422,"Bend entry",FALSE
"17",24,"1_2_13_8_D",1,2,13,8,"D",1.3,0.550000000000001,8.55,18.2665,62.43579,14.79943,59.71972,90,4.950001,1,FALSE,0.749999999999999,24,-14.7155172576716,"Bend apex",FALSE
"18",33,"1_2_6_1.5_D",1,2,6,1.5,"D",4.02,2.83333333333333,3.83333333333333,-0.036924671381712,30.7969398498535,0.00664975354447961,12.1298217773438,30.6000003218651,0.990000665187837,1,FALSE,1.18666666666667,33,-2.00806126788548,"Straight",FALSE
"19",34,"1_2_6_1.5_N",1,2,6,1.5,"N",4.02,2.93333333333333,3.93333333333333,-0.0388257652521133,31.5941581726074,0.00663586053997278,12.1292867660522,32.0400005578995,1.79999962449073,1,FALSE,1.08666666666667,34,-2.16481675597177,"Straight",FALSE
"20",35,"1_2_6_11_N",1,2,6,11,"N",2.57,1.1,12.1,26.1008205413818,89.7930145263672,20.2705326080322,83.2027816772461,43.3799993991852,2.51999974250793,1,FALSE,1.47,35,-11.935955479918,"Bend exit",FALSE
"21",36,"1_2_6_5_D",1,2,6,5,"D",2,0.5,5.5,1.46516370773315,44.0688819885254,0.959439396858215,40.0908470153809,39.9600005149841,0.900001823902127,1,FALSE,1.5,36,-4.15034601446861,"Bend entry",FALSE
"22",37,"1_2_6_5_N",1,2,6,5,"N",2,0.83333333333333,5.83333333333333,1.80520582199097,46.8026542663574,0.963235795497894,40.1854782104492,53.7300002574921,2.78999894857405,1,FALSE,1.16666666666667,37,-4.82929978783044,"Bend entry",FALSE
"23",38,"1_2_6_8_D",1,2,6,8,"D",1.9,0.66666666666667,8.66666666666667,9.48214244842529,67.9689102172852,7.24310922622681,63.1255798339844,48.1500023603439,1.70999944210052,1,FALSE,1.23333333333333,38,-8.78358261699448,"Bend apex",FALSE
"24",39,"1_2_6_8_N",1,2,6,8,"N",1.9,0.633333333333329,8.63333333333333,9.37059020996094,67.7295074462891,7.24339389801025,63.1282081604004,57.4200010299683,1.98000133037568,1,FALSE,1.26666666666667,39,-8.72627799675166,"Bend apex",FALSE
"25",40,"1_3_13_1.5_D",1,3,13,1.5,"D",3.23,2.266667,3.266667,0.03795673,26.27146,0.002760723,12.14682,41.85,1.89,1,FALSE,0.963333,40,-2.57799405518657,"Straight",FALSE
"26",41,"1_3_13_1.5_N",1,3,13,1.5,"N",3.23,2.25,3.25,0.03771569,26.12901,0.002796733,12.12942,45.45,2.069999,1,FALSE,0.98,41,-2.53750703489998,"Straight",FALSE
"27",42,"1_3_13_11_D",1,3,13,11,"D",1.63,0.51667,11.51667,41.22933,67.22974,37.09612,67.23732,68.85,3.509998,1,FALSE,1.11333,42,-16.1073606909192,"Bend exit",FALSE
"28",43,"1_3_13_11_N",1,3,13,11,"N",1.63,0.550000000000001,11.55,41.51213,67.21246,37.09652,67.22056,71.28,1.89,1,FALSE,1.08,43,-16.1059493435381,"Bend exit",FALSE
"29",44,"1_3_13_5_D",1,3,13,5,"D",1.38,0.483333,5.483333,2.997466,43.71041,1.999984,39.96957,89.82,4.229999,1,FALSE,0.896667,44,-8.25753351174322,"Bend entry",FALSE
"30",45,"1_3_13_5_N",1,3,13,5,"N",1.38,0.616667,5.616667,3.284802,44.73563,1.999793,39.96837,90,4.049996,1,FALSE,0.763333,45,-8.70274745166773,"Bend entry",FALSE
"31",47,"1_3_13_8_N",1,3,13,8,"N",1.3,0.5,8.5,17.95131,62.18845,14.79975,59.71965,90,5.4,1,FALSE,0.8,47,-14.6014083996205,"Bend apex",FALSE
"32",54,"1_3_6_1.5_D",1,3,6,1.5,"D",4.02,2.81666666666667,3.81666666666667,-0.0366449020802975,30.6615676879883,0.00663625588640571,12.129677772522,27.9000002145767,2.33999937772751,1,FALSE,1.20333333333333,54,-1.98224975726815,"Straight",FALSE
"33",56,"1_3_6_11_D",1,3,6,11,"D",2.57,0.733333333333301,11.7333333333333,24.1596851348877,87.5987319946289,20.2697334289551,83.2015991210938,38.7899994850159,1.53000175952911,1,FALSE,1.8366666666667,56,-11.6243242439483,"Bend exit",FALSE
"34",57,"1_3_6_11_N",1,3,6,11,"N",2.57,0.65,11.65,23.7180404663086,87.0984954833984,20.2699165344238,83.2007675170898,35.639999806881,1.5299990773201,1,FALSE,1.92,57,-11.5556251045327,"Bend exit",FALSE
"35",58,"1_3_6_5_D",1,3,6,5,"D",2,0.71666666666667,5.71666666666667,1.67956495285034,45.8474655151367,0.962103486061096,40.1557693481445,45,2.3399993777275,1,FALSE,1.28333333333333,58,-4.58841561912656,"Bend entry",FALSE
"36",59,"1_3_6_5_N",1,3,6,5,"N",2,0.65,5.65,1.61575019359589,45.2510643005371,0.959442496299744,40.0888214111328,50.0399994850159,2.16000169515609,1,FALSE,1.35,59,-4.42979999426185,"Bend entry",FALSE
"37",60,"1_3_6_8_D",1,3,6,8,"D",1.9,0.83333333333333,8.83333333333333,10.0418291091919,69.201530456543,7.24288606643677,63.1471977233887,51.2100005149841,2.07000017166137,1,FALSE,1.06666666666667,60,-9.10080934927329,"Bend apex",FALSE
"38",61,"1_3_6_8_N",1,3,6,8,"N",1.9,0.65,8.65,9.42807388305664,67.8622817993164,7.2414870262146,63.132266998291,49.4100022315979,2.07000017166138,1,FALSE,1.25,61,-8.76147560605412,"Bend apex",FALSE
"39",62,"1_4_13_1.5_D",1,4,13,1.5,"D",3.23,2.233333,3.233333,0.03740896,25.99899,0.002801921,12.13088,44.64,1.44,1,FALSE,0.996667,62,-2.50059007280879,"Straight",FALSE
"40",63,"1_4_13_1.5_N",1,4,13,1.5,"N",3.23,1.983333,2.983333,0.03161257,24.00708,0.00276492,12.14063,45,1.17,1,FALSE,1.246667,63,-1.97867371503867,"Straight",FALSE
"41",64,"1_4_13_11_D",1,4,13,11,"D",1.63,0.66667,11.66667,42.43368,67.19698,37.09693,67.22125,69.93,2.159999,1,FALSE,0.96333,64,-16.1499868557864,"Bend exit",FALSE
"42",65,"1_4_13_11_N",1,4,13,11,"N",1.63,0.66667,11.66667,42.43926,67.19651,37.09557,67.22079,79.74,2.52,1,FALSE,0.96333,65,-16.1499200999804,"Bend exit",FALSE
"43",66,"1_4_13_5_D",1,4,13,5,"D",1.38,0.466667,5.466667,2.962884,43.57937,1.999864,39.96764,90,4.14,1,FALSE,0.913333,66,-8.20052910226309,"Bend entry",FALSE
"44",67,"1_4_13_5_N",1,4,13,5,"N",1.38,0.533333,5.533333,3.110286,44.22078,1.998706,40.09629,90,3.149997,1,FALSE,0.846667,67,-8.49952896769903,"Bend entry",FALSE
"45",68,"1_4_13_8_D",1,4,13,8,"D",1.3,0.566667000000001,8.566667,18.37165,62.51805,14.79985,59.72008,90,4.229999,1,FALSE,0.733332999999999,68,-14.7540096327549,"Bend apex",FALSE
"46",69,"1_4_13_8_N",1,4,13,8,"N",1.3,0.533333000000001,8.533333,18.15924,62.35154,14.80024,59.72017,90,4.410002,1,FALSE,0.766666999999999,69,-14.6762738919769,"Bend apex",FALSE
"47",77,"1_4_6_1.5_D",1,4,6,1.5,"D",4.02,3.43333333333333,4.43333333333333,-0.0481935739517212,35.5993881225586,0.00663103023543954,12.1301212310791,51.9300019741058,2.70000010728836,1,FALSE,0.58666666666667,77,-3.06685736230745,"Straight",FALSE
"48",78,"1_4_6_1.5_N",1,4,6,1.5,"N",4.02,2.53333333333333,3.53333333333333,-0.0313592776656151,28.3946399688721,0.0066318167373538,12.1290502548218,31.3199990987778,1.53000041842461,1,FALSE,1.48666666666667,78,-1.58091546637858,"Straight",FALSE
"49",79,"1_4_6_11_D",1,4,6,11,"D",2.57,0.616666666666699,11.6166666666667,23.5357456207275,86.904541015625,20.2702884674072,83.2012634277344,38.2500010728836,0.990000665187836,1,FALSE,1.9533333333333,79,-11.5368724931921,"Bend exit",FALSE
"50",80,"1_4_6_11_N",1,4,6,11,"N",2.57,0.8333333333333,11.8333333333333,24.6983146667481,88.205924987793,20.2702579498291,83.2005004882812,42.7499994635582,1.17000102996827,1,FALSE,1.7366666666667,80,-11.7075410853152,"Bend exit",FALSE
"51",81,"1_4_6_5_D",1,4,6,5,"D",2,0.75,5.75,1.71670401096344,46.0524482727051,0.95940625667572,40.0960578918457,48.0599981546402,1.53000175952911,1,FALSE,1.25,81,-4.62975979941694,"Bend entry",FALSE
"52",82,"1_4_6_5_N",1,4,6,5,"N",2,0.6,5.6,1.56527352333069,44.8543586730957,0.959493637084961,40.0896072387695,41.8500003218651,1.61999791860581,1,FALSE,1.4,82,-4.33418823294826,"Bend entry",FALSE
"53",83,"1_4_6_8_D",1,4,6,8,"D",1.9,0.68333333333333,8.68333333333333,9.54097938537598,68.1188125610352,7.24262237548828,63.1472511291504,55.5299985408783,1.07999950647354,1,FALSE,1.21666666666667,83,-8.82834538883468,"Bend apex",FALSE
"54",84,"1_4_6_8_N",1,4,6,8,"N",1.9,0.616666666666671,8.61666666666667,9.30692481994629,67.6310806274414,7.24288463592529,63.1462364196777,50.5799978971481,1.44000023603439,1,FALSE,1.28333333333333,84,-8.71713192964635,"Bend apex",FALSE
"55",85,"10_1_13_1.5_D",10,1,13,1.5,"D",3.23,2.716667,3.716667,0.04623649,29.98325,0.002475705,12.25007,56.43,1.44,1,FALSE,0.513333,85,-3.78292431762187,"Straight",FALSE
"56",86,"10_1_13_1.5_N",10,1,13,1.5,"N",3.23,2.633333,3.633333,0.04406456,29.36359,0.002284811,12.32076,55.71,1.89,1,FALSE,0.596667,86,-3.56325864238206,"Straight",FALSE
"57",87,"10_1_13_11_D",10,1,13,11,"D",1.63,0.533329999999999,11.53333,41.36867,67.21448,37.09646,67.2223,69.03,2.790002,1,FALSE,1.09667,87,-16.099805353177,"Bend exit",FALSE
"58",89,"10_1_13_5_D",10,1,13,5,"D",1.38,0.583333,5.583333,3.214963,44.48053,1.999934,39.97274,89.28,2.610001,1,FALSE,0.796667,89,-8.58871928150393,"Bend entry",FALSE
"59",91,"10_1_13_8_D",10,1,13,8,"D",1.3,0.5,8.5,17.95066,62.2057,14.79977,59.73729,89.55,3.510003,1,FALSE,0.8,91,-14.6176797963631,"Bend apex",FALSE
"60",101,"10_1_6_1.5_N",10,1,6,1.5,"N",4.02,4.01666666666667,5.01666666666667,-0.0593101121485233,40.2618713378906,0.00664410879835486,12.1302213668823,69.1200006008148,4.23000186681748,1,FALSE,0.00333333333332941,102,-4.35546956050759,"Straight",FALSE
"61",102,"10_1_6_11_D",10,1,6,11,"D",2.57,1.0666666666667,12.0666666666667,25.9555397033691,89.8535461425781,20.2917766571045,83.4547729492188,48.2400012016296,1.70999944210053,1,FALSE,1.5033333333333,103,-12.0784426969632,"Bend exit",FALSE
"62",103,"10_1_6_11_N",10,1,6,11,"N",2.57,1.85,12.85,30.0595264434814,94.3027725219727,20.270133972168,83.2006988525391,54.35999751091,2.43000090122223,1,FALSE,0.72,104,-12.7320062486609,"Bend exit",FALSE
"63",104,"10_1_6_5_D",10,1,6,5,"D",2,1.1,6.1,2.07782411575317,48.9881782531738,0.966052114963532,40.2562828063965,66.869997382164,3.33000004291535,1,FALSE,0.9,105,-5.43426815100758,"Bend entry",FALSE
"64",105,"10_1_6_5_N",10,1,6,5,"N",2,1.11666666666667,6.11666666666667,2.07624554634094,48.9543876647949,0.95947140455246,40.0900802612305,44.4599989056587,1.35000139474868,1,FALSE,0.88333333333333,106,-5.4220438557053,"Bend entry",FALSE
"65",106,"10_1_6_8_D",10,1,6,8,"D",1.9,0.66666666666667,8.66666666666667,9.50296783447266,68.2834014892578,7.26253414154053,63.4412040710449,45.630002617836,1.25999987125396,1,FALSE,1.23333333333333,107,-8.95907079201363,"Bend apex",FALSE
"66",107,"10_1_6_8_N",10,1,6,8,"N",1.9,0.883333333333329,8.88333333333333,10.231258392334,69.8823013305664,7.26305866241455,63.4673805236816,68.5800021886826,1.62000060081483,1,FALSE,1.01666666666667,108,-9.3772447256061,"Bend apex",FALSE
"67",108,"10_2_13_1.5_D",10,2,13,1.5,"D",3.23,2.133333,3.133333,0.0344854,25.18634,0.002767977,12.14325,38.43,1.620001,1,FALSE,1.096667,109,-2.27898995750539,"Straight",FALSE
"68",109,"10_2_13_1.5_N",10,2,13,1.5,"N",3.23,2.55,3.55,0.04371652,28.52831,0.002799475,12.12876,55.08,3.33,1,FALSE,0.68,110,-3.27682660065289,"Straight",FALSE
"69",110,"10_2_13_11_D",10,2,13,11,"D",1.63,0.633330000000001,11.63333,42.16375,67.33972,37.09524,67.349,76.05,2.700003,1,FALSE,0.996669999999999,111,-16.2737559584541,"Bend exit",FALSE
"70",113,"10_2_13_8_D",10,2,13,8,"D",1.3,0.583333,8.583333,18.46553,62.61242,14.7999,59.72047,89.82,2.969999,1,FALSE,0.716667,114,-14.8081837506489,"Bend apex",FALSE
"71",114,"10_2_13_8_N",10,2,13,8,"N",1.3,0.633333,8.633333,18.79079,62.84549,14.80054,59.71985,90,3.059998,1,FALSE,0.666667,115,-14.9102919290178,"Bend apex",FALSE
"72",123,"10_2_6_1.5_D",10,2,6,1.5,"D",4.02,3.21666666666667,4.21666666666667,-0.041619498282671,33.9360122680664,0.0075135980732739,12.2040491104126,29.3400004506111,1.44000023603439,1,FALSE,0.803333333333329,124,-2.66627962274185,"Straight",FALSE
"73",124,"10_2_6_1.5_N",10,2,6,1.5,"N",4.02,2.95,3.95,-0.0356563478708267,31.8390598297119,0.00792967155575752,12.2404623031616,33.9300003647804,1.71000078320503,1,FALSE,1.07,125,-2.2104339889223,"Straight",FALSE
"74",125,"10_2_6_11_D",10,2,6,11,"D",2.57,1.4,12.4,27.7118167877197,91.7919006347656,20.2871189117432,83.4030685424805,47.0700001716614,2.51999974250793,1,FALSE,1.17,126,-12.3382574546902,"Bend exit",FALSE
"75",126,"10_2_6_11_N",10,2,6,11,"N",2.57,1.35,12.35,27.4412536621094,91.4499206542969,20.2837390899658,83.3622817993164,33.9300003647804,1.97999998927116,1,FALSE,1.22,127,-12.2656130300555,"Bend exit",FALSE
"76",127,"10_2_6_5_D",10,2,6,5,"D",2,0.68333333333333,5.68333333333333,1.64342844486237,45.5211906433105,0.959445953369141,40.0919227600098,47.2499978542328,2.34000205993652,1,FALSE,1.31666666666667,128,-4.50233225995737,"Bend entry",FALSE
"77",128,"10_2_6_5_N",10,2,6,5,"N",2,0.7,5.7,1.66648185253143,45.6517562866211,0.959512948989868,40.0912094116211,46.0800021886826,1.88999980688095,1,FALSE,1.3,129,-4.52857053990766,"Bend entry",FALSE
"78",129,"10_2_6_8_D",10,2,6,8,"D",1.9,0.71666666666667,8.71666666666667,9.66505718231201,68.5800857543945,7.25722408294678,63.3748512268066,54.9000012874603,2.15999901294708,1,FALSE,1.18333333333333,130,-9.01305971317685,"Bend apex",FALSE
"79",130,"10_2_6_8_N",10,2,6,8,"N",1.9,0.633333333333329,8.63333333333333,9.36971378326416,67.7465133666992,7.2429141998291,63.1460418701172,49.679998755455,2.33999937772751,1,FALSE,1.26666666666667,131,-8.73732870417496,"Bend apex",FALSE
"80",131,"10_3_13_1.5_D",10,3,13,1.5,"D",3.23,2.616667,3.616667,0.04400488,29.06596,0.00279229,12.13238,42.66,2.250001,1,FALSE,0.613333,132,-3.45956089743402,"Straight",FALSE
"81",132,"10_3_13_1.5_N",10,3,13,1.5,"N",3.23,2.883333,3.883333,0.05037704,31.19415,0.002803373,12.12978,66.96,3.239999,1,FALSE,0.346667,133,-4.2352772241606,"Straight",FALSE
"82",133,"10_3_13_11_D",10,3,13,11,"D",1.63,0.58333,11.58333,41.78769,67.2011,37.09669,67.22243,64.44,2.52,1,FALSE,1.04667,134,-16.1111440391994,"Bend exit",FALSE
"83",146,"10_3_6_1.5_D",10,3,6,1.5,"D",4.02,3.2,4.2,-0.0438002124428749,33.7296638488769,0.00663746614009142,12.1308288574219,30.8699995279312,1.61999925971031,1,FALSE,0.819999999999999,147,-2.62182180682483,"Straight",FALSE
"84",147,"10_3_6_1.5_N",10,3,6,1.5,"N",4.02,2.98333333333333,3.98333333333333,-0.0397197864949703,31.9939002990723,0.00664803432300687,12.128867149353,33.75,1.80000096559525,1,FALSE,1.03666666666667,148,-2.24621700315573,"Straight",FALSE
"85",148,"10_3_6_11_D",10,3,6,11,"D",2.57,0.65,11.65,23.7113075256348,87.1062088012695,20.2708110809326,83.2045059204102,35.639999806881,1.44000023603439,1,FALSE,1.92,149,-11.5658591766074,"Bend exit",FALSE
"86",149,"10_3_6_11_N",10,3,6,11,"N",2.57,2.1,13.1,31.4046936035156,95.7981643676758,20.2709693908691,83.2135848999023,44.370000064373,2.51999974250794,1,FALSE,0.47,150,-13.3352969536308,"Bend exit",FALSE
"87",150,"10_3_6_5_D",10,3,6,5,"D",2,0.75,5.75,1.7247565984726,46.2268180847168,0.966667056083679,40.2730712890625,41.6699999570847,1.62000060081482,1,FALSE,1.25,151,-4.68735087325182,"Bend entry",FALSE
"88",151,"10_3_6_5_N",10,3,6,5,"N",2,0.6,5.6,1.56553256511688,44.8568649291992,0.959475457668304,40.0900840759277,34.7400006651878,1.17000102996827,1,FALSE,1.4,152,-4.33486070207988,"Bend entry",FALSE
"89",152,"10_3_6_8_D",10,3,6,8,"D",1.9,0.983333333333331,8.98333333333333,10.5348978042603,70.312744140625,7.24350738525391,63.1611785888672,44.6399992704391,1.62000060081482,1,FALSE,0.916666666666669,153,-9.4115083163642,"Bend apex",FALSE
"90",153,"10_3_6_8_N",10,3,6,8,"N",1.9,0.66666666666667,8.66666666666667,9.48575592041016,68.0913848876953,7.24677848815918,63.2485885620117,48.0599981546402,1.53000175952911,1,FALSE,1.23333333333333,154,-8.85543779376896,"Bend apex",FALSE
"91",154,"10_4_13_1.5_D",10,4,13,1.5,"D",3.23,2.5,3.5,0.04273208,28.13171,0.002800313,12.1296,40.95,1.529999,1,FALSE,0.73,155,-3.14658737444387,"Straight",FALSE
"92",155,"10_4_13_1.5_N",10,4,13,1.5,"N",3.23,2.216667,3.216667,0.03705521,25.86139,0.002798075,12.12878,41.85,1.98,1,FALSE,1.013333,156,-2.46177579229706,"Straight",FALSE
"93",156,"10_4_13_11_D",10,4,13,11,"D",1.63,0.550000000000001,11.55,41.49646,67.32821,37.09463,67.34806,62.91,2.159999,1,FALSE,1.08,157,-16.220643587231,"Bend exit",FALSE
"94",157,"10_4_13_11_N",10,4,13,11,"N",1.63,0.65,11.65,42.30281,67.20522,37.09669,67.22906,60.39,1.44,1,FALSE,0.98,158,-16.1490385107714,"Bend exit",FALSE
"95",159,"10_4_13_5_N",10,4,13,5,"N",1.38,0.533333,5.533333,3.108967,44.178,1.998728,40.05815,86.67,2.52,1,FALSE,0.846667,160,-8.47295050116076,"Bend entry",FALSE
"96",169,"10_4_6_1.5_D",10,4,6,1.5,"D",4.02,3.41666666666667,4.41666666666667,-0.045762624591589,35.4992179870605,0.00730771850794554,12.1897926330566,36.0899993777275,2.2500005364418,1,FALSE,0.60333333333333,170,-3.03981146191702,"Straight",FALSE
"97",170,"10_4_6_1.5_N",10,4,6,1.5,"N",4.02,3.63333333333333,4.63333333333333,-0.0518873110413551,37.1952629089355,0.00663945404812694,12.1288537979126,38.0700007081032,2.78999961912632,1,FALSE,0.386666666666669,171,-3.47955152996442,"Straight",FALSE
"98",171,"10_4_6_11_D",10,4,6,11,"D",2.57,1.2166666666667,12.2166666666667,26.7327899932861,90.6166763305664,20.2808666229248,83.3257522583008,43.2900005578995,2.07000017166137,1,FALSE,1.3533333333333,172,-12.1221689748477,"Bend exit",FALSE
"99",174,"10_4_6_5_N",10,4,6,5,"N",2,0.85,5.85,1.81011366844177,46.846736907959,0.959761202335358,40.0973243713379,41.0400000214577,1.25999987125397,1,FALSE,1.15,175,-4.84164968783543,"Bend entry",FALSE
"100",175,"10_4_6_8_D",10,4,6,8,"D",1.9,0.53333333333333,8.53333333333333,9.03414344787598,67.0218124389648,7.24283742904663,63.1470069885254,42.3899987339974,1.25999853014946,1,FALSE,1.36666666666667,176,-8.56694311282816,"Bend apex",FALSE
"101",176,"10_4_6_8_N",10,4,6,8,"N",1.9,0.983333333333331,8.98333333333333,10.5609970092773,70.5192718505859,7.25745677947998,63.3780670166016,57.4200010299683,2.1600016951561,1,FALSE,0.916666666666669,177,-9.52169259418706,"Bend apex",FALSE
"102",177,"11_1_13_1.5_D",11,1,13,1.5,"D",3.23,2.4,3.4,0.04071889,27.32956,0.002799611,12.13049,45.9,1.619999,1,FALSE,0.83,178,-2.89289418056145,"Straight",FALSE
"103",178,"11_1_13_1.5_N",11,1,13,1.5,"N",3.23,2.733333,3.733333,0.04738045,29.99539,0.002798487,12.1293,56.88,4.229999,1,FALSE,0.496667,179,-3.78625243548486,"Straight",FALSE
"104",179,"11_1_13_11_N",11,1,13,11,"N",1.63,1,12,45.10194,67.20506,37.09798,67.22015,90,3.690001,1,FALSE,0.63,180,-16.3941242735221,"Bend exit",FALSE
"105",180,"11_1_13_5_D",11,1,13,5,"D",1.38,0.533333,5.533333,3.1111,44.10846,1.999918,39.9858,75.15,4.140003,1,FALSE,0.846667,181,-8.42628122625319,"Bend entry",FALSE
"106",182,"11_1_13_8_D",11,1,13,8,"D",1.3,0.6,8.6,18.58041,62.79678,14.79908,59.83471,90,5.309996,1,FALSE,0.7,183,-14.9392564924591,"Bend apex",FALSE
"107",191,"11_1_6_1.5_D",11,1,6,1.5,"D",4.02,3.41666666666667,4.41666666666667,-0.0478385463356972,35.4626159667969,0.006639139726758,12.1304836273193,59.7599977254868,4.05000150203704,1,FALSE,0.60333333333333,192,-3.03315003192599,"Straight",FALSE
"108",192,"11_1_6_1.5_N",11,1,6,1.5,"N",4.02,2.73333333333333,3.73333333333333,-0.0350737906992435,29.9953193664551,0.00664289947599173,12.129451751709,33.75,1.70999944210052,1,FALSE,1.28666666666667,193,-1.8581466121021,"Straight",FALSE
"109",193,"11_1_6_11_N",11,1,6,11,"N",2.57,0.9166666666667,11.9166666666667,25.121711730957,88.7034683227539,20.2716979980469,83.2034759521484,51.0299974679947,2.70000010728835,1,FALSE,1.6533333333333,194,-11.7890463207021,"Bend exit",FALSE
"110",194,"11_1_6_5_D",11,1,6,5,"D",2,1.15,6.15,2.10721778869629,49.2745666503906,0.95774656534195,40.1466598510742,60.0299996137619,3.86999845504761,1,FALSE,0.85,195,-5.52330326975799,"Bend entry",FALSE
"111",195,"11_1_6_5_N",11,1,6,5,"N",2,0.61666666666667,5.61666666666667,1.58566474914551,45.0386657714844,0.961932599544525,40.1350784301758,45.5399984121323,2.1600016951561,1,FALSE,1.38333333333333,196,-4.38116849060569,"Bend entry",FALSE
"112",196,"11_1_6_8_D",11,1,6,8,"D",1.9,0.699999999999999,8.7,9.59468364715576,68.2336959838867,7.24287033081055,63.1466102600098,54.6299993991852,1.79999828338623,1,FALSE,1.2,197,-8.85612970105921,"Bend apex",FALSE
"113",197,"11_1_6_8_N",11,1,6,8,"N",1.9,0.91666666666667,8.91666666666667,10.3207530975342,69.9277572631836,7.24986171722412,63.2571716308594,90,6.66000008583069,1,FALSE,0.98333333333333,198,-9.33599144644281,"Bend apex",FALSE
"114",198,"11_2_13_1.5_D",11,2,13,1.5,"D",3.23,2.633333,3.633333,0.04538379,29.19569,0.002801708,12.12849,56.25,2.16,1,FALSE,0.596667,199,-3.5031518261417,"Straight",FALSE
"115",199,"11_2_13_1.5_N",11,2,13,1.5,"N",3.23,2.683333,3.683333,0.0463811,29.6022,0.002795523,12.13089,49.77,3.33,1,FALSE,0.546667,200,-3.64572817881218,"Straight",FALSE
"116",200,"11_2_13_11_D",11,2,13,11,"D",1.63,0.83333,11.83333,43.76391,67.40582,37.0933,67.43597,80.28,5.85,1,FALSE,0.79667,201,-16.464174553757,"Bend exit",FALSE
"117",201,"11_2_13_11_N",11,2,13,11,"N",1.63,0.73333,11.73333,42.98006,67.19421,37.09659,67.22118,85.05,4.319998,1,FALSE,0.896669999999999,202,-16.1880326723787,"Bend exit",FALSE
