trialid,ppid,block,maxyr,onsettime,dn,ttlc.failure,rt,disengage_trialtime,world_x_disengaged,world_z_disengaged,world_x_onset,world_z_onset,peak_swa,peak_sr,disengaged,ttlc.takeover,early.disengagement
10_2_5_6_11_N,10,5,6,11,N,4.12,1.476531685055,12.476531685055,28.4225597381592,92.0802688598633,20.4520416259766,83.4672775268555,47.3400020599365,1.25999987125396,1,2.643468314945,FALSE
10_2_5_6_3_D,10,5,6,3,D,3.76,2.00803955240032,5.00803955240032,0.528716087341309,40.4711685180664,0.00292900390923023,24.4822330474854,35.2799990773201,2.33999937772751,1,1.75196044759968,FALSE
10_2_5_6_3_N,10,5,6,3,N,3.76,2.41270034359926,5.41270034359926,0.746145904064179,43.6605644226074,0.00274790264666081,24.4752826690674,40.320001244545,2.51999974250793,1,1.34729965640074,FALSE
10_2_6_20_11_D,10,6,20,11,D,2.03,0.8763860711751,11.8763860711751,46.8243980407715,41.0025138854981,42.4635581970215,46.3937911987305,76.3199990987778,2.69999742507934,1,1.1536139288249,FALSE
10_2_6_20_11_N,10,6,20,11,N,2.03,1.109780308379,12.109780308379,47.9169387817383,39.4875183105469,42.4639930725098,46.3867835998535,64.5300006866455,1.3500040769577,1,0.920219691621,FALSE
10_2_6_20_3_D,10,6,20,3,D,2.33,1.02633003216847,4.02633003216847,0.765182852745056,32.5751571655273,0.17220838367939,24.4648876190186,74.9700003862381,4.58999991416932,1,1.30366996783153,FALSE
10_2_6_20_3_N,10,6,20,3,N,2.33,0.97105320430527,3.97105320430527,0.723358988761902,32.3473167419434,0.172494992613792,24.6345691680908,90,3.59999924898149,1,1.35894679569473,FALSE
10_2_6_6_11_D,10,6,6,11,D,4.12,2.0599193267713,13.0599193267713,31.6511402130127,95.4618377685547,20.4526481628418,83.473991394043,21.870000064373,0.900000482797623,1,2.0600806732287,FALSE
10_2_6_6_11_N,10,6,6,11,N,4.12,2.8412289521687,13.8412289521687,36.0135536193848,99.9219741821289,20.4513454437256,83.4365539550781,52.830001115799,2.51999974250793,1,1.2787710478313,FALSE
10_2_6_6_3_D,10,6,6,3,D,3.76,2.49364795671187,5.49364795671187,0.796099305152893,44.3120536804199,0.00249354657717049,24.4638481140137,42.2100010514259,2.70000010728836,1,1.26635204328813,FALSE
10_2_6_6_3_N,10,6,6,3,N,3.76,1.84729076381183,4.84729076381183,0.452989846467972,39.2220840454102,0.00491908099502325,24.5649280548096,38.429998755455,2.2500005364418,1,1.91270923618817,FALSE
11_0_1_20_11_D,11,1,20,11,D,2.03,0.9774617089631,11.9774617089631,47.2996978759766,40.3513336181641,42.4636917114258,46.3916893005371,79.2899984121323,2.69999742507935,1,1.0525382910369,FALSE
11_0_1_20_11_N,11,1,20,11,N,2.03,0.7989797911225,11.7989797911225,36.4071655273438,51.9961204528809,30.4507312774658,53.95263671875,90,2.15999901294708,1,1.2310202088775,FALSE
11_0_1_20_3_D,11,1,20,3,D,2.33,0.84234546014898,3.84234546014898,0.617925107479096,31.1200675964356,0.172214463353157,24.4697284698486,89.9100011587143,3.14999967813492,1,1.48765453985102,FALSE
11_0_1_20_3_N,11,1,20,3,N,2.33,1.44259883707417,4.44259883707417,1.17832934856415,35.883056640625,0.172150522470474,24.4652118682861,66.240000128746,2.70000010728836,1,0.88740116292583,FALSE
11_0_1_6_11_D,11,1,6,11,D,4.12,1.8620894812353,12.8620894812353,30.5540561676025,94.4246292114258,20.4624252319336,83.5907287597656,32.5799989700317,1.25999987125396,1,2.2579105187647,FALSE
11_0_1_6_11_N,11,1,6,11,N,4.12,2.8241179576142,13.8241179576142,35.9216537475586,99.8279876708984,20.4517498016357,83.4374618530273,37.3499992489815,1.07999950647354,1,1.2958820423858,FALSE
11_0_1_6_3_D,11,1,6,3,D,3.76,2.12733654486725,5.12733654486725,0.587773442268372,41.3958702087402,0.00254159956239164,24.4681091308594,64.1699999570847,3.33000004291534,1,1.63266345513275,FALSE
11_0_1_6_3_N,11,1,6,3,N,3.76,2.50928792149119,5.50928792149119,0.806846380233765,44.4531021118164,0.00266362889669836,24.470386505127,48.7799996137619,2.2500005364418,1,1.25071207850881,FALSE
11_0_2_20_11_D,11,2,20,11,D,2.03,1.1758274066657,12.1758274066657,48.2300148010254,39.0615119934082,42.4636840820313,46.4029006958008,69.7499978542328,1.71000212430954,1,0.8541725933343,FALSE
11_0_2_20_11_N,11,2,20,11,N,2.03,1.3408034348662,12.3408034348662,48.9914169311524,37.9817428588867,42.4641876220703,46.4130821228028,79.2899984121323,2.15999901294708,1,0.689196565133801,FALSE
11_0_2_20_3_D,11,2,20,3,D,2.33,0.90833816552571,3.90833816552571,0.669104754924774,31.6598033905029,0.172212168574333,24.477725982666,89.6399992704392,3.06000083684921,1,1.42166183447429,FALSE
11_0_2_20_3_N,11,2,20,3,N,2.33,1.03929334582207,4.03929334582207,0.77943742275238,32.6668205261231,0.172143399715424,24.4247455596924,66.7799985408783,2.70000010728836,1,1.29070665417793,FALSE
11_0_2_6_11_D,11,2,6,11,D,4.12,2.7607130534998,13.7607130534998,35.553897857666,99.4841918945312,20.4527435302734,83.471549987793,40.0499993562698,1.17000102996826,1,1.3592869465002,FALSE
11_0_2_6_11_N,11,2,6,11,N,4.12,2.3394052433991,13.3394052433991,33.2215881347656,97.0528030395508,20.4525337219238,83.439826965332,40.0499993562698,1.25999987125397,1,1.7805947566009,FALSE
11_0_2_6_3_D,11,2,6,3,D,3.76,2.60616761816334,5.60616761816334,0.869454681873322,45.2063674926758,0.00211013737134635,24.4268493652344,48.3300000429153,2.51999974250794,1,1.15383238183666,FALSE
11_0_2_6_3_N,11,2,6,3,N,3.76,2.05995500552243,5.05995500552243,0.552935063838959,40.8495826721191,0.0024839686229825,24.4611110687256,41.8500003218651,1.70999944210052,1,1.70004499447757,FALSE
11_0_3_20_11_D,11,3,20,11,D,2.03,1.159247125814,12.159247125814,48.1511993408203,39.1702346801758,42.4640502929688,46.3996276855469,68.2200014591217,1.3500040769577,1,0.870752874186,FALSE
11_0_3_20_11_N,11,3,20,11,N,2.03,1.6095185083784,12.6095185083784,50.1953048706055,36.1993522644043,42.4637451171875,46.3975563049316,73.7100005149841,1.53000041842461,1,0.4204814916216,FALSE
11_0_3_20_3_D,11,3,20,3,D,2.33,0.99224052032525,3.99224052032525,0.736901462078095,32.3176956176758,0.172192692756653,24.4721508026123,62.9999989271164,2.07000017166138,1,1.33775947967475,FALSE
11_0_3_20_3_N,11,3,20,3,N,2.33,1.12562261327179,4.12562261327179,0.854540586471558,33.3806877136231,0.172214671969414,24.4730587005615,61.0199975967407,2.33999937772751,1,1.20437738672821,FALSE
11_0_3_6_11_D,11,3,6,11,D,4.12,3.1932169602557,14.1932169602557,37.9818840026856,101.968055725098,20.453218460083,83.480224609375,27.0899999141693,0.809999965131283,1,0.9267830397443,FALSE
11_0_3_6_11_N,11,3,6,11,N,4.12,2.3443073654686,13.3443073654686,33.2396926879883,97.1846923828125,20.4632339477539,83.5677719116211,33.9300003647804,1.07999950647354,1,1.7756926345314,FALSE
11_0_3_6_3_D,11,3,6,3,D,3.76,2.23152082601965,5.23152082601965,0.645583987236023,42.2961349487305,0.00496740080416203,24.5696105957031,45.630002617836,1.98000133037567,1,1.52847917398035,FALSE
11_0_3_6_3_N,11,3,6,3,N,3.76,2.37448801651507,5.37448801651507,0.726859450340271,43.4039306640625,0.00300879101268947,24.4845886230469,30.6899991631508,1.71000078320503,1,1.38551198348493,FALSE
11_0_4_20_11_D,11,4,20,11,D,2.03,1.4421780514729,12.4421780514729,49.4437828063965,37.3100128173828,42.4639549255371,46.4002227783203,78.0299985408783,2.2499978542328,1,0.587821948527099,FALSE
11_0_4_20_11_N,11,4,20,11,N,2.03,1.1391278992022,12.1391278992022,48.0736045837402,39.2338371276855,42.464427947998,46.353328704834,69.8400020599365,2.15999901294709,1,0.890872100797801,FALSE
11_0_4_20_3_D,11,4,20,3,D,2.33,1.32587460166485,4.32587460166485,1.05127990245819,34.960506439209,0.172187387943268,24.4673843383789,62.6399981975555,2.43000090122222,1,1.00412539833515,FALSE
11_0_4_20_3_N,11,4,20,3,N,2.33,1.00883046053082,4.00883046053082,0.75114506483078,32.4520874023438,0.172205582261086,24.4721336364746,81.5400016307831,1.97999864816666,1,1.32116953946918,FALSE
11_0_4_6_11_D,11,4,6,11,D,4.12,2.3893232747262,13.3893232747262,33.4997711181641,97.3325653076172,20.4518032073975,83.4316253662109,36.4500001072884,0.989999324083325,1,1.7306767252738,FALSE
11_0_4_6_11_N,11,4,6,11,N,4.12,1.7561994185673,12.7561994185673,30.0151062011719,94.021842956543,20.4774742126465,83.7700500488281,34.2900010943413,1.35000005364418,1,2.3638005814327,FALSE
11_0_4_6_3_D,11,4,6,3,D,3.76,2.22619972947769,5.22619972947769,0.641095042228699,42.1899490356445,0.00261158961802721,24.4693431854248,37.5299996137619,1.88999980688094,1,1.53380027052231,FALSE
11_0_4_6_3_N,11,4,6,3,N,3.76,2.65766465198703,5.65766465198703,0.903549075126648,45.6162643432617,0.00244103465229273,24.4335060119629,49.5899999141693,2.34000205993652,1,1.10233534801297,FALSE
11_0_5_20_11_D,11,5,20,11,D,2.03,1.0262130714602,12.0262130714602,47.5313682556152,40.035228729248,42.4641075134277,46.3957252502441,68.130002617836,2.15999901294708,1,1.0037869285398,FALSE
11_0_5_20_11_N,11,5,20,11,N,2.03,1.1741786757086,12.1741786757086,48.2303504943848,39.0184669494629,42.4639358520508,46.3600769042969,66.9600015878678,1.16999834775924,1,0.8558213242914,FALSE
11_0_5_20_3_D,11,5,20,3,D,2.33,1.14274472350252,4.14274472350252,0.869702458381653,33.5063133239746,0.172207430005074,24.4690971374512,89.6399992704392,1.98000133037569,1,1.18725527649748,FALSE
11_0_5_20_3_N,11,5,20,3,N,2.33,1.12098642528747,4.12098642528747,0.854666233062744,33.5430870056152,0.172514230012894,24.6382999420166,78.3899992704392,2.3399993777275,1,1.20901357471253,FALSE
11_0_5_6_11_D,11,5,6,11,D,4.12,2.6568623219094,13.6568623219094,34.9863967895508,98.8644180297852,20.4508743286133,83.4314651489258,38.8800010085106,1.70999944210053,1,1.4631376780906,FALSE
11_0_5_6_11_N,11,5,6,11,N,4.12,2.6932880470628,13.6932880470628,35.1827507019043,99.1093978881836,20.4532947540283,83.4783401489258,50.0399994850159,1.5299990773201,1,1.4267119529372,FALSE
11_0_5_6_3_D,11,5,6,3,D,3.76,2.40779346852605,5.40779346852605,0.746510088443756,43.6695404052734,0.00299785705283284,24.4856853485108,35.7300013303757,1.4400002360344,1,1.35220653147395,FALSE
11_0_5_6_3_N,11,5,6,3,N,3.76,2.40876574286014,5.40876574286014,0.746037721633911,43.6590423583984,0.00276982085779309,24.4751129150391,37.9799991846085,1.25999987125397,1,1.35123425713986,FALSE
11_0_6_20_11_D,11,6,20,11,D,2.03,1.0403933047396,12.0403933047396,47.610466003418,39.8827209472656,42.4638748168945,46.3535575866699,74.070001244545,1.70999944210053,1,0.989606695260399,FALSE
11_0_6_20_11_N,11,6,20,11,N,2.03,1.1419417897153,12.1419417897153,48.0743293762207,39.282154083252,42.4638023376465,46.4031791687012,66.9600015878678,1.62000060081483,1,0.888058210284699,FALSE
11_0_6_20_3_D,11,6,20,3,D,2.33,1.12604611556631,4.12604611556631,0.854240715503693,33.3723907470703,0.172176420688629,24.4668960571289,57.4200010299683,1.80000096559525,1,1.20395388443369,FALSE
11_0_6_20_3_N,11,6,20,3,N,2.33,1.04288360689931,4.04288360689931,0.779825925827026,32.712287902832,0.172201037406921,24.4672317504883,59.2199993133545,2.16000035405159,1,1.28711639310069,FALSE
11_0_6_6_11_D,11,6,6,11,D,4.12,2.6923990846554,13.6923990846554,35.1774139404297,99.1068725585938,20.4532089233398,83.481071472168,38.7000006437302,1.25999987125396,1,1.4276009153446,FALSE
11_0_6_6_11_N,11,6,6,11,N,4.12,3.6073641706192,14.6073641706192,40.3141784667969,104.29655456543,20.4516983032227,83.4383163452148,47.7900016307831,1.71000212430954,1,0.512635829380801,FALSE
11_0_6_6_3_D,11,6,6,3,D,3.76,2.55869159222675,5.55869159222675,0.838689744472504,44.8604850769043,0.00287219393067062,24.4794139862061,42.8400009870529,2.25000053644181,1,1.20130840777325,FALSE
11_0_6_6_3_N,11,6,6,3,N,3.76,2.37621673899611,5.37621673899611,0.726646661758423,43.3965225219727,0.00273374654352665,24.4742565155029,44.370000064373,1.71000078320504,1,1.38378326100389,FALSE
11_1_1_20_11_D,11,1,20,11,D,2.03,1.2744940837967,12.2744940837967,48.6873168945313,38.4145622253418,42.4644050598145,46.4074096679688,76.3199990987778,2.15999901294708,1,0.7555059162033,FALSE
11_1_1_20_11_N,11,1,20,11,N,2.03,1.3401487117893,12.3401487117893,48.9933700561524,37.9262199401856,42.4642601013184,46.3606033325195,75.330001115799,1.08000218868256,1,0.689851288210699,FALSE
11_1_1_20_3_D,11,1,20,3,D,2.33,1.55711591013301,4.55711591013301,1.31503713130951,36.8279075622559,0.172211155295372,24.4868049621582,89.8200023174286,2.34000205993651,1,0.77288408986699,FALSE
11_1_1_20_3_N,11,1,20,3,N,2.33,1.54125887339939,4.54125887339939,1.29491674900055,36.6850929260254,0.172247186303139,24.4767570495606,89.7299981117248,2.51999974250795,1,0.78874112660061,FALSE
11_1_1_6_11_D,11,1,6,11,D,4.12,1.9331726660813,12.9331726660813,25.3969535827637,89.5544815063477,15.8306169509888,77.5737533569336,38.8800010085106,1.35000139474869,1,2.1868273339187,FALSE
11_1_1_6_11_N,11,1,6,11,N,4.12,2.5419338207483,13.5419338207483,34.3422241210938,98.2488784790039,20.4532890319824,83.4816436767578,36.8100008368492,1.17000102996826,1,1.5780661792517,FALSE
11_1_1_6_3_D,11,1,6,3,D,3.76,2.64265975137428,5.64265975137428,0.892482042312622,45.5166015625,0.00267392117530108,24.4713001251221,44.2800012230873,2.2500005364418,1,1.11734024862572,FALSE
11_1_1_6_3_N,11,1,6,3,N,3.76,2.64152236246059,5.64152236246059,0.892919898033142,45.5257110595703,0.00291889323852956,24.480411529541,41.3099992275238,2.16000035405159,1,1.11847763753941,FALSE
11_1_2_20_11_D,11,2,20,11,D,2.03,-2.37492208372788,8.62507791627212,24.9793701171875,55.8185195922852,41.200927734375,47.0791931152344,85.5899977684021,1.25999987125397,1,4.40492208372788,TRUE
11_1_2_20_11_N,11,2,20,11,N,2.03,1.069618887176,12.069618887176,37.9248237609863,51.5368041992188,29.8029022216797,54.1277732849121,90,2.16000437736511,1,0.960381112823999,FALSE
11_1_2_20_3_D,11,2,20,3,D,2.33,0.97380534168303,3.97380534168303,0.72302109003067,32.1966400146484,0.172233447432518,24.4842910766602,63.6300015449524,2.70000010728836,1,1.35619465831697,FALSE
11_1_2_20_3_N,11,2,20,3,N,2.33,1.27493026399316,4.27493026399316,0.999694466590881,34.5746116638184,0.172219291329384,24.4775505065918,71.9100022315979,3.06000083684922,1,1.05506973600684,FALSE
11_1_2_6_11_D,11,2,6,11,D,4.12,2.8547870097387,13.8547870097387,36.1046447753906,100.013519287109,20.4518089294434,83.4358596801758,30.5099987983704,0.899999141693115,1,1.2652129902613,FALSE
11_1_2_6_11_N,11,2,6,11,N,4.12,2.0562935067107,13.0562935067107,31.6519012451172,95.4841842651367,20.4549560546875,83.4987182617188,44.4599989056587,2.2500005364418,1,2.0637064932893,FALSE
11_1_2_6_3_D,11,2,6,3,D,3.76,2.37243993164799,5.37243993164799,0.725441455841065,43.3472290039063,0.00227723713032901,24.4302730560303,47.4300009012222,2.07000017166138,1,1.38756006835201,FALSE
11_1_2_6_3_N,11,2,6,3,N,3.76,2.76279313497651,5.76279313497651,0.976497054100037,46.5527381896973,0.00521058216691017,24.5786418914795,54.0900009870529,2.25000053644181,1,0.99720686502349,FALSE
11_1_3_20_11_D,11,3,20,11,D,2.03,1.3885671284341,12.3885671284341,49.2174034118652,37.5945739746094,42.4638824462891,46.3547401428223,66.1500012874603,1.17000102996828,1,0.641432871565899,FALSE
11_1_3_20_11_N,11,3,20,11,N,2.03,1.2417799653531,12.2417799653531,48.5363082885742,38.6278839111328,42.4639587402344,46.4057312011719,67.7700018882752,1.43999755382538,1,0.7882200346469,FALSE
11_1_3_20_3_D,11,3,20,3,D,2.33,1.04170335460304,4.04170335460304,0.78034508228302,32.9457778930664,0.172748655080795,24.702730178833,64.8900014162064,2.07000017166138,1,1.28829664539696,FALSE
11_1_3_20_3_N,11,3,20,3,N,2.33,1.12095533424232,4.12095533424232,0.85436886548996,33.3378639221191,0.172261521220207,24.4326801300049,65.7000017166138,2.07000017166138,1,1.20904466575768,FALSE
11_1_3_6_11_D,11,3,6,11,D,4.12,2.6219398336961,13.6219398336961,34.8003845214844,98.6767272949219,20.4506893157959,83.4345245361328,35.639999806881,0.990000665187836,1,1.4980601663039,FALSE
11_1_3_6_11_N,11,3,6,11,N,4.12,2.9929212029156,13.9929212029156,36.8609008789063,100.828598022461,20.4533004760742,83.4812850952149,33.6600011587143,1.26000121235848,1,1.1270787970844,FALSE
11_1_3_6_3_D,11,3,6,3,D,3.76,2.35728621661524,5.35728621661524,0.723937451839447,43.4303703308106,0.00666669895872474,24.6407566070557,45.4499995708466,1.08000084757805,1,1.40271378338476,FALSE
11_1_3_6_3_N,11,3,6,3,N,3.76,2.82680959693025,5.82680959693025,1.03792440891266,47.3877029418945,0.0123512716963887,24.8770408630371,33.2099989056587,1.98000032454729,1,0.93319040306975,FALSE
11_1_4_20_11_D,11,4,20,11,D,2.03,1.3397318503006,12.3397318503006,48.9912452697754,37.9218673706055,42.4639320373535,46.353515625,87.7500021457672,2.88000047206879,1,0.6902681496994,FALSE
11_1_4_20_11_N,11,4,20,11,N,2.03,1.4240042790938,12.4240042790938,49.3710746765137,37.3757553100586,42.4642143249512,46.3594779968262,74.070001244545,1.70999944210053,1,0.605995720906199,FALSE
11_1_4_20_3_D,11,4,20,3,D,2.33,1.56141371887839,4.56141371887839,1.31499683856964,36.7900848388672,0.172187000513077,24.4492511749268,88.9199978113174,2.43000090122222,1,0.76858628112161,FALSE
11_1_4_20_3_N,11,4,20,3,N,2.33,1.04247127323263,4.04247127323263,0.779586911201477,32.708366394043,0.172184959053993,24.4651222229004,60.3900003433228,2.79000028967857,1,1.28752872676737,FALSE
11_1_4_6_11_D,11,4,6,11,D,4.12,2.9772627866451,13.9772627866451,36.7655754089355,100.724548339844,20.4526309967041,83.4731063842773,33.9300003647804,0.990000665187832,1,1.1427372133549,FALSE
11_1_4_6_11_N,11,4,6,11,N,4.12,2.354790481069,13.354790481069,33.3132247924805,97.1508255004883,20.4512672424316,83.4416275024414,41.4000007510185,1.4400002360344,1,1.765209518931,FALSE
11_1_4_6_3_D,11,4,6,3,D,3.76,2.74257459813316,5.74257459813316,0.960139989852905,46.3153953552246,0.0027447787579149,24.4736385345459,38.8800010085106,1.79999962449073,1,1.01742540186684,FALSE
11_1_4_6_3_N,11,4,6,3,N,3.76,2.50903345788868,5.50903345788868,0.806771159172058,44.4522552490234,0.00270934076979756,24.4719657897949,35.7300013303757,1.80000096559525,1,1.25096654211132,FALSE
11_1_5_20_11_D,11,5,20,11,D,2.03,1.192953441009,12.192953441009,48.306827545166,38.949348449707,42.4639167785645,46.3994903564453,73.9800024032593,1.80000096559524,1,0.837046558991001,FALSE
11_1_5_20_11_N,11,5,20,11,N,2.03,1.3075209238206,12.3075209238206,48.841236114502,38.1451568603516,42.4643287658691,46.3600463867188,84.9600005149841,1.98000133037567,1,0.722479076179399,FALSE
11_1_5_20_3_D,11,5,20,3,D,2.33,1.17519683197344,4.17519683197344,0.901151359081268,33.7744789123535,0.172208920121193,24.4720783233643,89.1899996995926,3.06000083684921,1,1.15480316802656,FALSE
11_1_5_20_3_N,11,5,20,3,N,2.33,1.45620856476793,4.45620856476793,1.19743764400482,35.9805908203125,0.172228872776032,24.4310359954834,89.8200023174286,2.87999778985976,1,0.87379143523207,FALSE
11_1_5_6_11_D,11,5,6,11,D,4.12,3.6074764606075,14.6074764606075,40.3130111694336,104.300437927246,20.4531879425049,83.4456634521484,37.6200011372566,1.17000102996827,1,0.512523539392499,FALSE
11_1_5_6_11_N,11,5,6,11,N,4.12,2.6227306932911,13.6227306932911,34.8008575439453,98.6907272338867,20.4507694244385,83.4483489990234,40.4100000858307,1.35000139474869,1,1.4972693067089,FALSE
11_1_5_6_3_D,11,5,6,3,D,3.76,2.54221152717101,5.54221152717101,0.827894449234009,44.7229766845703,0.00275618466548622,24.4751853942871,45.2700018882752,1.34999871253968,1,1.21778847282899,FALSE
11_1_5_6_3_N,11,5,6,3,N,3.76,2.54245874625815,5.54245874625815,0.827942371368408,44.7219543457031,0.00275174435228109,24.4745616912842,42.6600006222725,2.16000035405159,1,1.21754125374185,FALSE
11_1_6_20_11_D,11,6,20,11,D,2.03,1.1919615461124,12.1919615461124,48.305046081543,38.9413375854492,42.4636764526367,46.3890419006348,89.2799985408783,2.9699993133545,1,0.838038453887599,FALSE
11_1_6_20_11_N,11,6,20,11,N,2.03,1.6260221181091,12.6260221181091,50.266845703125,36.0899391174316,42.463680267334,46.3945121765137,71.7299991846085,1.98000133037567,1,0.4039778818909,FALSE
11_1_6_20_3_D,11,6,20,3,D,2.33,1.22764863255245,4.22764863255245,0.949531674385071,34.1526603698731,0.172192320227623,24.4536533355713,78.5700023174286,3.41999888420105,1,1.10235136744755,FALSE
